title,category,dist,lat,lng,rating,reviewsCount,price
Bakala - Mini Market,Supermarket,"PMVF+7Q King Fahd, Riyadh Saudi Arabia",24.7432142,46.6744829,3.8,53,
Tamimi Markets,Supermarket,"QJRX+8J Ar Rabi, Riyadh Saudi Arabia",24.7907899,46.6489465,4.2,574,
Al Rajhi Super Market,Supermarket,"MPR6+F4 As Sulimaniyah, Riyadh Saudi Arabia",24.6912239,46.7103172,3.9,159,
Mini Stop SA Convenience Store,Supermarket,"QPQM+J8 Ghirnatah, Riyadh Saudi Arabia",24.7891094,46.7333436,4.9,8,
Super Market Alothaim,Supermarket,"RQCF+37 Al Munsiyah, Riyadh Saudi Arabia",24.8201269,46.7731391,4.2,505,
اسواق دروب | Droob Markets,Supermarket,"RQRP+5R Ar Rimal, Riyadh Saudi Arabia",24.8403949,46.787043,4,373,
قهوة الشيوخ,Supermarket,"QMXX+H4 Al Falah, Riyadh Saudi Arabia",24.7989671,46.6978585,,0,
Tamimi Markets,Supermarket,"RM2F+HG Ar Rabi, Riyadh Saudi Arabia",24.8014025,46.6738557,4.2,2385,
Alosra Super Market,Supermarket,"RJ2X+89 As Sahafah, Riyadh Saudi Arabia",24.8008303,46.6484595,4.1,708,
تموينات باشا زمان,Grocery store,"QPX8+58 Al Falah, Riyadh Saudi Arabia",24.7979511,46.7157982,4.1,91,
LuLu Hypermarket - Riyadh Avenue Mall - Murabba,Hypermarket,"MP73+P9 Al Murabba, Riyadh Saudi Arabia",24.6642948,46.703427,4.2,26205,
AlSadhan Supermarket | السدحان سوبرماركت,Supermarket,"QQ3C+M3 King Faisal Dt., Riyadh Saudi Arabia",24.7542204,46.7702476,3.9,3496,
تموينات ابراج قرطبة,Grocery store,"RQPG+XW Al Munsiyah, Riyadh Saudi Arabia",24.8374968,46.7772817,3.7,27,
Mishal Super Store,Grocery store,"QQM5+PJ Al Hamra, Riyadh Saudi Arabia",24.784333,46.759098,3.5,13,
أسواق سلة البراء,Grocery store,"RQ69+G6 Al Yarmuk, Riyadh Saudi Arabia",24.8112609,46.7680259,3.7,93,
تمرتنا,Shopping mall,"RQ7C+5R Al Yarmuk, Riyadh Saudi Arabia",24.8129618,46.7720389,4.9,8,
ازدي مارت AZDE MART,Supermarket,"RQ69+H6 Al Yarmuk, Riyadh Saudi Arabia",24.8114183,46.7680744,3.5,14,
Forsan Groceria,Supermarket,"QMXX+M3 Al Falah, Riyadh Saudi Arabia",24.7992364,46.6977281,4.1,1109,
تموينات مرساة الوفاء,Supermarket,"RPGX+CM Al Munsiyah, Riyadh Saudi Arabia",24.8260163,46.7491486,3.9,52,
Panda Supermarket,Supermarket,"QMCQ+7H Almasiaf, Riyadh Saudi Arabia",24.7706262,46.688988,4,3077,
Aswaq Shamokh Al Safa,Supermarket,"RQ68+QP Al Munsiyah, Riyadh Saudi Arabia",24.8119342,46.7668691,4.5,24,
Danube | الدانوب,Supermarket,"RQW5+9R Al Munsiyah, Riyadh Saudi Arabia",24.8459644,46.7595642,4.2,2113,
تموينات,Supermarket,"QMFX+GG At Taawun, Riyadh Saudi Arabia",24.7738082,46.6988033,,0,
SPAR Express | سبار اكسبريس,Supermarket,"VP7F+G8 King Khalid International Airport, Riyadh Saudi Arabia",24.8638547,46.723278,3.4,18,
Hyper Panda,Supermarket,"QQR8+45 Al Hamra, Riyadh Saudi Arabia",24.7904613,46.7653241,4,2738,
اسواق الراموز,Supermarket,"RM94+Q5 Alyasmin, Riyadh Saudi Arabia",24.8194499,46.6554319,4.2,209,
SPAR Supermarkets,Supermarket,"QP7W+63 Al Hamra, Riyadh Saudi Arabia",24.763038,46.745202,4.1,1428,$
al Akhawain Poultry,Supermarket,"QPMP+CF Ghirnatah, Riyadh Saudi Arabia",24.7836026,46.7362103,3.8,36,
تموينات عقلا,Grocery store,"RP34+QJ Al Falah, Riyadh Saudi Arabia",24.8044505,46.7066134,3.7,104,
اسواق الديرة,Supermarket,"QPXX+QX Ghirnatah, Riyadh Saudi Arabia",24.7993979,46.7499646,3.7,99,
Home,Supermarket,"QMVV+GG Al Wadi, Riyadh Saudi Arabia",24.7937849,46.6937621,,0,
Carrefour Hypermarket,Supermarket,"QPJJ+HF Ghirnatah, Riyadh Saudi Arabia",24.781484,46.7312291,4.2,7314,
اسواق ضواحي الرمال,Supermarket,"QQQ8+PQ Al Hamra, Riyadh Saudi Arabia",24.7892877,46.7668955,4.1,190,
ركن العثيم ابى جعفر المنصور,Supermarket,"QQX5+MJ Ghirnatah, Riyadh Saudi Arabia",24.7992388,46.7591133,2.8,4,
ثمر القصيم,Supermarket,"RPRX+6G Al Munsiyah, Riyadh Saudi Arabia",24.8405733,46.7488573,4.7,29,
تموينات دانة الربوة,Supermarket,"QPQQ+FV Ghirnatah, Riyadh Saudi Arabia",24.7888061,46.7396468,4.2,27,
Noora Supermarket,Grocery store,,24.8277924,46.6851032,3.3,10,
SPAR Express | سبار اكسبريس,Supermarket,"VP27+WW King Khalid International Airport, Riyadh Saudi Arabia",24.852258,46.714811,4,1,
تموينات سالم,Supermarket,"RPJH+7R Qurtubah, Riyadh Saudi Arabia",24.8306424,46.7295859,3.1,19,
SPAR Express | سبار اكسبريس,Supermarket,"RPPC+HH King Khalid International Airport, Riyadh Saudi Arabia",24.8363803,46.7214669,2,3,
Deerah Supermarket,Grocery store,"QQW2+FH Ghirnatah, Riyadh Saudi Arabia",24.7962021,46.7514429,3.7,194,
اسواق فالكم زين,Supermarket,"RQGC+7G Al Munsiyah, Riyadh Saudi Arabia",24.8256631,46.7713678,3.6,22,
PRiMO - Qurtobah,Convenience store,"RQ92+JJ Qurtubah, Riyadh Saudi Arabia",24.8190744,46.751601,5,2,
Okaz Supermarket,Supermarket,"QPVV+C6 Ghirnatah, Riyadh Saudi Arabia",24.7935824,46.7431324,4,60,
Super market,Supermarket,"QQQG+MW Ishbiliyah, Riyadh Saudi Arabia",24.7891474,46.7773433,5,2,
Althaqafi supermarket,Supermarket,"RQ4J+45 Al Yarmuk, Riyadh Saudi Arabia",24.8052792,46.7805469,3.8,322,
أسواق ومخابز أصل التوفير,Supermarket,"RQ73+HR Qurtubah, Riyadh Saudi Arabia",24.8139527,46.7545196,4.2,88,
قطوف نجد للخضار والفواكه وسوبر ماركت,Supermarket,"RP3Q+XP Qurtubah, Riyadh Saudi Arabia",24.8049957,46.7393342,3.5,4,
Nuzhat Al Riyadh grocery,Supermarket,"RQ39+C8 Al Yarmuk, Riyadh Saudi Arabia",24.8035064,46.7682963,3.9,43,
تموينات بساتين الديم,Supermarket,"RPHQ+GM Qurtubah, Riyadh Saudi Arabia",24.8288338,46.7392175,3.8,23,
Abdullah Alothaim Markets,Supermarket,"QPXQ+PW Ghirnatah, Riyadh Saudi Arabia",24.7992905,46.7397719,3.8,3298,
تموينات ازدي مارت AZDE MART,Supermarket,"RQ69+G5 Al Yarmuk, Riyadh Saudi Arabia",24.8112431,46.7679822,,0,
Supermarket,Grocery store,,24.797564,46.7473748,3.9,13,
الدانوب,Supermarket,"RQ6C+Q4 Al Yarmuk, Riyadh Saudi Arabia",24.811943,46.7703514,4.2,3212,
Carrefour Market,Supermarket,"QPQ2+MM Al Wadi, Riyadh Saudi Arabia",24.789142,46.7016869,3.9,1664,
أسواق الشوذق للمواد الغذائية,Supermarket,"RP24+HR Al Falah, Riyadh Saudi Arabia",24.8014211,46.7071095,4.5,16,
تموينات للمواد الغذائية,Supermarket,"QPPP+M3 Ghirnatah, Riyadh Saudi Arabia",24.7867355,46.7351535,3.4,42,
Eskan market,Supermarket,,24.8148067,46.7024195,3.8,55,
أسواق علياء الخليج,Supermarket,"RQ88+4M Al Munsiyah, Riyadh Saudi Arabia",24.8152656,46.7666782,4.3,7,
اسواق و مخابز افنان الغذاء,Supermarket,"RQF3+8G Al Munsiyah, Riyadh Saudi Arabia",24.823324,46.753759,3.6,35,
إبداع جنائن للخضار والفواكه,Supermarket,,24.8017175,46.7398652,5,3,
تموينات هواء,Supermarket,"RQ23+VH Ghirnatah, Riyadh Saudi Arabia",24.8022391,46.7539374,5,2,
SPAR Supermarkets | سبار سوبرماركت,Supermarket,"RQ79+6J Al Munsiyah, Riyadh Saudi Arabia",24.8130909,46.7690324,4,1231,$
ROAM For Food,Grocery store,"QPXR+2G Ghirnatah, Riyadh Saudi Arabia",24.7975272,46.7412521,3.7,147,
SPAR Express | سبار اكسبريس,Supermarket,"VP3G+J3 King Khalid International Airport, Riyadh Saudi Arabia",24.8540492,46.7252326,3.7,10,
Grocery shop,Indian grocery store,,24.829218,46.7399023,3.2,12,
تموينات خيرات يوسف,Supermarket,"QPXV+XP Ghirnatah, Riyadh Saudi Arabia",24.7999441,46.7442963,4.4,24,
تموينات وفير,Supermarket,"RP8Q+XW Qurtubah, Riyadh Saudi Arabia",24.8174156,46.7397932,,0,
تموينات جسر الغذاء,Supermarket,"RP3V+86 Qurtubah, Riyadh Saudi Arabia",24.8033638,46.7430256,4.5,2,
Sawahel Riyadh Supermarket,Grocery store,"RPGP+V5 Qurtubah, Riyadh Saudi Arabia",24.8271473,46.7354245,3.9,9,
Tamimi Markets Express,Supermarket,,24.7921144,46.7274107,5,1,
Grocery store,Grocery store,"RP4C+F3 Qurtubah, Riyadh Saudi Arabia",24.8061615,46.720199,4.3,33,
أسواق إبراهيم,Supermarket,"RP2X+3R Ghirnatah, Riyadh Saudi Arabia",24.8001917,46.7494977,3.8,20,
Tamimi Markets Express,Supermarket,,24.8115625,46.7268125,5,2,
Naas Supermarket,Grocery store,"QPWM+49 Ghirnatah, Riyadh Saudi Arabia",24.7952681,46.7334587,4.3,27,
Thimar Ghenain Supermarket,Grocery store,"RPGX+V3 Qurtubah, Riyadh Saudi Arabia",24.82723,46.7477082,4.1,13,
سوبرماركت,Grocery store,,24.8309702,46.7943693,2.3,3,
محامص ومطاحن زاد الكيف,Coffee roasters,"RQ64+HH Al Munsiyah, Riyadh Saudi Arabia",24.8114081,46.7564127,3.9,117,
بقالة,Grocery store,,24.8138491,46.7242743,4.5,2,
مؤسسة العسيري للتجارية للخضار والفواكة,Greengrocer,,24.8272943,46.7352987,2.9,12,
تموينات صوال حاسن هلال,Grocery store,,24.7748872,46.7866838,1,2,
تموينات,Grocery store,"RP3R+JW Qurtubah, Riyadh Saudi Arabia",24.8041016,46.7423279,2.2,5,
تموينات عبد الرحمن بن فهد عبد الرحمن,Grocery store,"QQCV+2M Al Khaleej, Riyadh Saudi Arabia",24.7700818,46.7941487,4.3,8,
تموينات,Grocery store,"RP2X+HR Ghirnatah, Riyadh Saudi Arabia",24.801422,46.7495071,4,10,
متجر الغذاء ١٠,Grocery store,"RP46+C5 Al Falah, Riyadh Saudi Arabia",24.8060814,46.7103851,2,3,
مؤسسة فرحان عوض سليمان الخالدي تموينات,Grocery store,"RQP6+W6 Al Munsiyah, Riyadh Saudi Arabia",24.8374018,46.7606418,4.3,3,
مؤسسة فان للمياة المعبئة و المرطبات,Grocery store,"RQCF+5F Al Munsiyah, Riyadh Saudi Arabia",24.8204905,46.7737233,,0,
Markets and bakeries Alkatiri,Grocery store,"QQMG+PC Ishbiliyah, Riyadh Saudi Arabia",24.7842785,46.7761105,3.9,296,
Janaen Grocery,Grocery store,"RQ9M+9X Al Yarmuk, Riyadh Saudi Arabia",24.8184106,46.7849611,3.8,229,
Ashfaq tammoniyaat,Grocery store,"RP2X+8Q Ghirnatah, Riyadh Saudi Arabia",24.800863,46.7493934,3,1,
ينابيع سقيا للمياه المعبأة,Grocery store,"RQ75+C4 Al Munsiyah, Riyadh Saudi Arabia",24.813573,46.757821,,0,
تموينات لارا الشرقي,Grocery store,"RQ2C+7H Al Yarmuk, Riyadh Saudi Arabia",24.8006981,46.7714903,2.9,10,
المياه المعباه والمرطبات مناهل المياه,Grocery store,,24.8146968,46.7527998,2.8,4,
محامص القبة,Grocery store,"QQJ5+7X Al Hamra, Riyadh Saudi Arabia",24.7807446,46.7599683,3.4,25,
مذاق ورق العنب,Grocery store,"RQ43+39 Ghirnatah, Riyadh Saudi Arabia",24.8052348,46.7534928,3.3,4,
سوبر ماركت المدهش,Grocery store,"RQ97+CM Al Munsiyah, Riyadh Saudi Arabia",24.8186111,46.7641667,4.2,88,
اسواق نهارك سعيد,Grocery store,"RQ29+64 Al Yarmuk, Riyadh Saudi Arabia",24.8005867,46.7677682,4.3,84,
مرطبات روضة الياسمين,Grocery store,"RQ84+36 Al Munsiyah, Riyadh Saudi Arabia",24.8150343,46.7556955,3.2,30,
Abdullah Alothaim Markets,Grocery store,"QQX5+PJ Ghirnatah, Riyadh Saudi Arabia",24.7993431,46.7590739,3.8,216,
تموينات امنيه مقبل شطي العنزي للمواد الغذائية,Grocery store,"RQ88+HC Al Munsiyah, Riyadh Saudi Arabia",24.8163872,46.7660344,4,2,
تموينات متعب بن محمد بن ابراهيم كعكم,Grocery store,"RP7F+GJ Qurtubah, Riyadh Saudi Arabia",24.8138502,46.7242737,3.3,6,
تموينات سيوف عسير,Grocery store,"RPFH+MP Qurtubah, Riyadh Saudi Arabia",24.8242469,46.7292725,3.4,37,
SASCO PALM - نخلة ساسكو,Grocery store,,24.7979134,46.6970749,2,4,
Mishari Grocery,Grocery store,"RPFR+69 Qurtubah, Riyadh Saudi Arabia",24.8230321,46.7409961,3.8,36,
بقالة نعناع المؤنسية الدارك ستور,Grocery store,"RQG5+3C Al Munsiyah, Riyadh Saudi Arabia",24.8252371,46.7585934,5,2,
محامص ومكسرات علي سالم محمد الغامدي,Grocery store,,24.7734713,46.7107521,3.5,4,
Markets and bakeries beloved corner,Grocery store,"RQGF+7P Al Munsiyah, Riyadh Saudi Arabia",24.8257144,46.7743285,3.7,78,
تموينات المحطة يوجد توصيل,Grocery store,"RQF3+CX Al Munsiyah, Riyadh Saudi Arabia",24.8235999,46.7548758,3.4,22,
تموينات جواهر,Grocery store,"RQ22+5V Ghirnatah, Riyadh Saudi Arabia",24.8003485,46.7522438,3.6,51,
تموينات فهد بن الحميدي بن نرج المرشدي العتيبي,Grocery store,"RPFW+9R Qurtubah, Riyadh Saudi Arabia",24.8234499,46.7470372,3.7,3,
Lemonah Grocery Store,Grocery store,"QMFQ+2P At Taawun, Riyadh Saudi Arabia",24.772612,46.6892865,3.6,38,
Al Saiary grocery,Supermarket,"RQ68+26 Al Yarmuk, Riyadh Saudi Arabia",24.8100633,46.7655509,3.9,23,
أسواق محمد,Grocery store,"RP2H+VP Qurtubah, Riyadh Saudi Arabia",24.8021776,46.7293691,3.8,47,
تموينات جنان قرطبة,Grocery store,"RQ53+W8 Qurtubah, Riyadh Saudi Arabia",24.809735,46.7533443,3.6,31,
تموينات عبد الرحمن بن إبراهيم بن موسى الحبيب,Grocery store,"RQC2+5C Qurtubah, Riyadh Saudi Arabia",24.8204194,46.7511396,,0,
تموينات نورة نواف فيحان الحربي,Grocery store,"QPVW+66 Ghirnatah, Riyadh Saudi Arabia",24.7931155,46.7455663,3.3,3,
تموينات راس الخليج,Grocery store,,24.7823796,46.7190837,3.5,15,
Military Supplies Store foodstuffs,Grocery store,"RP2H+WW Qurtubah, Riyadh Saudi Arabia",24.8023893,46.7298535,4.4,49,
Jana fruit markets,Grocery store,"RPCR+JM Qurtubah, Riyadh Saudi Arabia",24.8215098,46.7416878,4.3,7,
filipino grocery store- بقالة فلبينيه,Asian grocery store,"QPG5+42 At Taawun, Riyadh Saudi Arabia",24.7753015,46.7075992,4.1,51,
تموينات ولوازم رحلات,Grocery store,"RPJH+7V Qurtubah, Riyadh Saudi Arabia",24.8307217,46.7296485,3.7,3,
Central markets and bakeries HB,Grocery store,"RQM3+JR Al Munsiyah, Riyadh Saudi Arabia",24.8340263,46.7545975,4.1,406,
تموينات,Grocery store,"RP72+WX Imam Muhammad Ibn Saud Islamic University, Riyadh Saudi Arabia",24.8148054,46.7023759,,0,
ركن احتياجاتي,Grocery store,"RP7V+6M Qurtubah, Riyadh Saudi Arabia",24.8130117,46.7441773,3.7,128,
تموينات حمد فهد علي,Grocery store,"QPWM+2C Ghirnatah, Riyadh Saudi Arabia",24.7950703,46.7335171,4.5,12,
Ruwais Supermarket,Supermarket,"QMJM+XP Al Wadi, Riyadh Saudi Arabia",24.7824191,46.6843119,4,192,
تموينات المستهلك,Grocery store,"RPFR+69 Qurtubah, Riyadh Saudi Arabia",24.82303,46.7409659,2.5,2,
محامص وحلويات إبداع جنائن,Grocery store,,24.8017096,46.7398544,4.7,12,
تموينات مسجد معمور | Minimarket | بقالة,Gourmet grocery store,"RP6V+6C Qurtubah, Riyadh Saudi Arabia",24.8105764,46.7435147,4.9,11,
أسواق جنى الثمار المركزية,Grocery store,"RPCR+HM Qurtubah, Riyadh Saudi Arabia",24.8214653,46.7416952,4.1,32,
Spa Fruits & Vegetables,Grocery store,"RQ97+2X Al Munsiyah, Riyadh Saudi Arabia",24.8175492,46.764927,4.3,8,
Kollam Bakkala,Grocery store,"QPVM+5J Ghirnatah, Riyadh Saudi Arabia",24.7929627,46.7340285,5,1,
Olayan markets,Grocery store,"RQ7F+GR Al Yarmuk, Riyadh Saudi Arabia",24.8137981,46.7746116,3.4,16,
3Food Market,Supermarket,"QMRR+3M Al Wadi, Riyadh Saudi Arabia",24.7901549,46.6916588,4.2,882,
CARREFOUR KSA HO,Hypermarket,"QPMJ+6R Ghirnatah, Riyadh Saudi Arabia",24.7830372,46.7320993,3.9,306,
Waleed Grocery Store,Grocery store,"RQJ4+5H Al Munsiyah, Riyadh Saudi Arabia",24.8304039,46.7563822,3.9,52,
تموينات,Grocery store,"RP46+F7 Al Falah, Riyadh Saudi Arabia",24.8061652,46.7106594,3.2,18,
تموينات ورحلات طرفي البراك,Grocery store,,24.8306522,46.729598,3.7,6,
Chinese Store,Grocery store,"QM9P+9Q Almasiaf, Riyadh Saudi Arabia",24.7683921,46.6869573,3.7,24,
Alfalah Grocery Store,Grocery store,"QPR6+V2 Al Falah, Riyadh Saudi Arabia",24.7921545,46.7100439,3.1,33,
Hostle Grocery Store,Grocery store,,24.8091063,46.7064338,2.8,52,
بقالة تموينات Grocery Store,Convenience store,"RP2X+FJ Ghirnatah, Riyadh Saudi Arabia",24.8011657,46.7491093,1,1,
أسواق سلطانه,Grocery store,"RQ84+8M Al Munsiyah, Riyadh Saudi Arabia",24.8159073,46.7566602,3.8,48,
تموينات محمد محماس عبدالله الجريس للمواد الغذائية,Grocery store,"RPHQ+MW Qurtubah, Riyadh Saudi Arabia",24.8291717,46.7397933,4.3,3,
أسواق تموينات ميرة القصيم,Grocery store,"QPXW+H4 Ghirnatah, Riyadh Saudi Arabia",24.798911,46.7453478,3.9,17,
تموينات الرحيمي,Grocery store,"RPHR+QQ Qurtubah, Riyadh Saudi Arabia",24.8294307,46.7419197,3.8,43,
اسواق و مخابز زهرة شذي قرطبة,Grocery store,"RPHW+8R Qurtubah, Riyadh Saudi Arabia",24.8283253,46.7471165,3.9,94,
تموينات مشاعل خالد قاسم العنزي,Grocery store,"RQ72+FM Qurtubah, Riyadh Saudi Arabia",24.8137602,46.7516111,3.5,4,
تموينات,Grocery store,"QPWV+HF Ghirnatah, Riyadh Saudi Arabia",24.7963817,46.7437068,4.5,2,
تموينات عيد الله عبد الله عمر المالكي للمواد الغذائية,Grocery store,"QPWM+49 Ghirnatah, Riyadh Saudi Arabia",24.7953444,46.7333775,,0,
بقاله,Grocery store,"QPWV+77 Ghirnatah, Riyadh Saudi Arabia",24.7957014,46.7431532,5,1,
تموينات للمواد الغذائية,Grocery store,"RP3J+V3 Qurtubah, Riyadh Saudi Arabia",24.8046282,46.7302467,2.7,10,
أسواق تفاحة قرطبة,Grocery store,"RP9V+G9 Qurtubah, Riyadh Saudi Arabia",24.8188525,46.7434214,4.2,110,
تموينات خيريه محمد علي مانع للمواد الغذائية,Grocery store,"RP3Q+WJ Qurtubah, Riyadh Saudi Arabia",24.8048069,46.7391104,2.7,7,
تموينات للمواد الغذائية والكماليات,Grocery store,"RP4R+XX Qurtubah, Riyadh Saudi Arabia",24.8074099,46.7423888,3.4,9,
أسواق سواحل الرياض المركزية,Grocery store,,24.827356,46.7354467,3.8,170,
تموينات,Grocery store,"RPCR+99 Qurtubah, Riyadh Saudi Arabia",24.8208851,46.7408124,2.6,8,
Mini Mart,Grocery store,,24.8087198,46.7327023,,0,
طاحون حسين,Grocery store,,24.8184286,46.752263,3.9,10,
اسواق بريمو,Grocery store,"RQ32+H8 Ghirnatah, Riyadh Saudi Arabia",24.8040224,46.7507422,3.8,33,
تموينات دانة قرطبة,Grocery store,"RP4M+C9 Qurtubah, Riyadh Saudi Arabia",24.8060319,46.7334108,5,2,
comilla super market,Grocery store,,24.8061664,46.7202115,5,1,
Asmari markets,Grocery store,"QPXP+VW Al Izdihar, Riyadh Saudi Arabia",24.7996609,46.7373043,4.4,24,
Thimar Alqassim Super Market,Grocery store,,24.81482,46.7530831,3.7,21,
تموينات مؤسسة محمد ابن جمعان الغامدي,Grocery store,"RP2P+48 Qurtubah, Riyadh Saudi Arabia",24.8003125,46.7357698,4.1,22,
Orange Pharmacy,Pharmacy,"MMPX+FG As Sulimaniyah, Riyadh Saudi Arabia",24.6862034,46.6987543,3.8,31,
Amoon Pharmacy-Batha,Pharmacy,"JPR9+6P Thulaim, Riyadh Saudi Arabia",24.6406007,46.7192855,1.5,2,
وايتس,Pharmacy,"XP63+74 King Khalid International Airport, Riyadh Saudi Arabia",24.9606757,46.7027632,3.7,3,
Kunooz Pharmacy IRQAH -3,Pharmacy,"MHRW+47 Irqah, Riyadh Saudi Arabia",24.69028,46.5956541,3.1,14,
United Pharmacy,Pharmacy,"PJP6+J3 An Nakheel, Riyadh Saudi Arabia",24.7365758,46.6101722,3.8,4,
Adama Pharmacy,Pharmacy,"MPP4+58 As Sulimaniyah, Riyadh Saudi Arabia",24.685495,46.705786,3.3,145,
صيدلية الدواء,Pharmacy,"MPHM+6W Al Malaz, Riyadh Saudi Arabia",24.6781089,46.7348421,3.8,148,
صيدلية كنوز,Faculty of pharmacy,"VP7F+Q7 King Khalid International Airport, Riyadh Saudi Arabia",24.8644697,46.7232318,2.8,5,
صيدلية النهدي,Pharmacy,"RJ9J+QJ Alyasmin, Riyadh Saudi Arabia",24.8193817,46.6314936,3.8,31,
Health House Pharmacy,Organic drug store,,24.6733405,46.7486937,2.5,2,
Wasfet Alhayat Pharmacy,Pharmacy,"PMCH+3V Al Wurud, Riyadh Saudi Arabia",24.7201608,46.6797255,3.3,12,
LEMON PHARMACY No 1 صيدلية ليمون,Pharmacy,"QRFG+R6 An Nahdah, Riyadh Saudi Arabia",24.7745966,46.825603,3.8,18,
Nadheem Pharmacy,Pharmacy,"RV7H+VR Al Nadwa, Riyadh Saudi Arabia",24.8147839,46.8793404,3.7,57,
Zahrat Al Rawdah Pharmacies Co.,Pharmaceutical company,"MR8W+75 As Sulay, Riyadh Saudi Arabia",24.6656794,46.8454566,,0,
Kunooz Pharmacy,Pharmaceutical products wholesaler,"VP7F+P9 King Khalid International Airport, Riyadh Saudi Arabia",24.86436,46.7234498,,0,
Sahat Zeina Pharmacy,Pharmacy,"PM9Q+WC Al Wurud, Riyadh Saudi Arabia",24.7196623,46.6885924,3.5,88,
AlOuda Pharmacy,Pharmacy,,24.8077939,46.615536,3.4,41,
Veterinary Almahmal Pharmacy,Veterinary pharmacy,"QJQM+H9 As Sahafah, Riyadh Saudi Arabia",24.7889426,46.6334787,4.2,253,
Lemon Pharmacy,Pharmacy,PHWH+6Q Ad Diriyah Saudi Arabia,24.7455665,46.5794101,4.4,14,
Dr. Sulaiman Al Habib Main Pharmacy Rayyan,Pharmacy,"PQCF+MJ Ar Rayyan, Riyadh Saudi Arabia",24.7216648,46.7740537,3.6,198,
Seif Pharmacy,Pharmacy,"QJVH+9F Al Malqa, Riyadh Saudi Arabia",24.7934531,46.6287861,3,7,
Dr Sulaiman Ar Rayyan,Pharmacy,,24.7201968,46.7750802,2.9,16,
Vest Pharmacy company,Corporate office,"QPGH+8C Al Izdihar, Riyadh Saudi Arabia",24.77574,46.7286031,,0,
Al-Dawaa,Pharmacy,"QQ67+GC Al Quds, Riyadh Saudi Arabia",24.7612491,46.7635995,4.1,68,
Orange Pharmacy,Homeopathic pharmacy,"QPRM+JR Ghirnatah, Riyadh Saudi Arabia",24.7915218,46.7345661,3.9,7,
صيدلية اورانج ١٤,Pharmacy,"QM58+FV Al Muruj, Riyadh Saudi Arabia",24.7587102,46.6671402,3.3,25,
Nahdi Pharmacy,Pharmacy,"RQ85+VX Al Munsiyah, Riyadh Saudi Arabia",24.8172105,46.7599117,4,28,
Crystal Pharmacy,Homeopathic pharmacy,"MP6G+93 Al Malaz, Riyadh Saudi Arabia",24.6608883,46.7251462,4.3,4,
صيدلية مملكة الصحة (انوفا ) - Health Kingdom Pharamcy (innova),Pharmacy,,24.8165625,46.7754375,5,1,
Aldwaa Pharmacy Big Branch,Pharmaceutical products wholesaler,,24.8002824,46.7840368,5,3,
Kunooz Pharmacy ALMUNSIYAH -1,Pharmacy,"RQ68+MF Al Munsiyah, Riyadh Saudi Arabia",24.8116659,46.7662314,5,5,
Al Badri Pharmacy,Pharmacy,,24.757619,46.6855474,2.6,19,
صيدلية سيف,Pharmacy,"RQ64+R3 Qurtubah, Riyadh Saudi Arabia",24.812055,46.7551894,3,1,
Innova Pharmacy Malaz,Medical supply store,"MPHG+FV Al Malaz, Riyadh Saudi Arabia",24.67879,46.7271703,5,3,
صيدلية الدواء,Pharmacy,"RP2Q+XR Qurtubah, Riyadh Saudi Arabia",24.8024466,46.7395763,3.7,57,
Rouge Pharmacy صيدلية غوج,Pharmacy,"QQWH+98 Ishbiliyah, Riyadh Saudi Arabia",24.7959075,46.7782951,4,64,
NAHDI PHARMACY,Pharmacy,"PJXR+X5 An Nakheel, Riyadh Saudi Arabia",24.7498755,46.640415,4.3,19,
صيدليات الخليجية والسقاف (الخليجية 9),Pharmacy,"QMQR+7C Al Wadi, Riyadh Saudi Arabia",24.7881288,46.691042,,0,
Ghodaf Pharmacy,Pharmacy,"RJ3R+RJ As Sahafah, Riyadh Saudi Arabia",24.804547,46.6415455,3.8,30,
صيدلية موارد الدواء,Pharmacy,"QPRR+3F Ghirnatah, Riyadh Saudi Arabia",24.7901302,46.7411703,3,3,
Lemon Pharmacy,Pharmacy,"JPW8+GR Al Amal, Riyadh Saudi Arabia",24.6462603,46.7170753,4,3,
صيدلية الدواء,Pharmacy,"RP3Q+V2 Qurtubah, Riyadh Saudi Arabia",24.804645,46.7375207,4.1,19,
Whites,Pharmacy,"QP57+66 An Nuzhah, Riyadh Saudi Arabia",24.7580127,46.7130873,3.9,44,
Whites Al Yasmin - Yasmin Plaza,Cosmetics store,"RMF4+85 Alyasmin, Riyadh Saudi Arabia",24.823317,46.6554634,3.9,48,
Al Khalifah Pharmacy,Pharmacy,"MPJ9+VC Ad Dhubbat, Riyadh Saudi Arabia",24.682243,46.7185017,3.8,24,
Coffe dxn,Pharmacy,,24.6863246,46.72686,,0,
Shahd Al Dawaa Pharmacy,Pharmacy,,24.6232496,46.6846251,5,2,
Life Pharmacy,Pharmacy,"HJGG+5Q As Suwaidi Al Gharabi, Riyadh Saudi Arabia",24.5754469,46.6269365,3.9,7,
Hikma - Jazeera Pharmaceutical Industries,Pharmaceutical company,"PMV5+G6 King Fahd, Riyadh Saudi Arabia",24.7438405,46.6580085,3.4,5,
Kunooz Pharmacy ALRAWABI -1,Pharmacy,"MQVP+32 Ar Rawabi, Riyadh Saudi Arabia",24.6926446,46.7850483,3.6,35,
Al dawaa pharmacy,Pharmacy,"MQPW+2Q Al Fayha, Riyadh Saudi Arabia",24.6850287,46.7969754,3.8,16,
