,name,categories,lat,lng,formattedAddress,distance
0,SABB ATM (صراف ساب),ATM,24.804728269514000,46.74900394403510,Qurtubah,2.1651934737161300
11,BANK ALJAZIRA (بنك الجزيرة),ATM,24.80988995500220,46.73482435366710,Qurtubah,0.798723334674143
12,ATM ALRJHI,Bank,24.831232638684600,46.730631291186900,Qurtubah,1.6329280060039300
